TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
io.diffblue.corebanking.account.Account,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,95,0.3,3,33,142,119588,1700426768271,1.0,111111111111111111111111111111111111111111111111111111111111111,1.0,11111111111111111111111111111111111,1.0,111111,0,0,1,1,0.9875,11111111111111111111111111111111111111111111111111111111111111101111111111111111,0.8,11111111101011111010,1.0,11111111111111111,1.0,11111111111111111,1.0,11111111111111111111111111111111111
